9,,,1 группа,1 группа,2 группа,2 группа,3 группа,3 группа,4 группа,4 группа,,5 группа,5 группа,6 группа,6 группа,7 группа,7 группа,,8 группа,8 группа,9 группа,9 группа,,10 группа,10 группа,11 группа,11 группа,12 группа,12 группа,13 группа,13 группа,14 группа (иностр. Ст),14 группа (иностр. Ст)
10,,,2025-09-01 00:00:00,Информационный час:,Информационный час:,Информационный час:,Информационный час:,Информационный час:,Информационный час:,,,2025-09-01 00:00:00,Информационный час:,Информационный час:,Информационный час:,Информационный час:,Информационный час:,,2025-09-01 00:00:00,Информационный час:,Информационный час:,Информационный час:,,2025-09-01 00:00:00,2025-09-01 00:00:00,Информационный час:,Информационный час:,Информационный час:,Информационный час:,Информационный час:,Информационный час:,Информационный час:,Информационный час:
11,,,9.00,Информационный час:,Информационный час:,Информационный час:,Информационный час:,Информационный час:,Информационный час:,,,9.00,"Эстафета поколений: сохраняя прошлое, создаем будущее ","Эстафета поколений: сохраняя прошлое, создаем будущее ","Эстафета поколений: сохраняя прошлое, создаем будущее ","Эстафета поколений: сохраняя прошлое, создаем будущее ","Эстафета поколений: сохраняя прошлое, создаем будущее ",,9.00,"Эстафета поколений: сохраняя прошлое, создаем будущее ","Эстафета поколений: сохраняя прошлое, создаем будущее ","Эстафета поколений: сохраняя прошлое, создаем будущее ",,9.00,9.00,Информационный час:,Информационный час:,Информационный час:,Информационный час:,Информационный час:,Информационный час:,Информационный час:,Информационный час:
12,,,"Эстафета поколений: сохраняя прошлое, создаем будущее","Эстафета поколений: сохраняя прошлое, создаем будущее","Эстафета поколений: сохраняя прошлое, создаем будущее","Эстафета поколений: сохраняя прошлое, создаем будущее","Эстафета поколений: сохраняя прошлое, создаем будущее","Эстафета поколений: сохраняя прошлое, создаем будущее","Эстафета поколений: сохраняя прошлое, создаем будущее","Эстафета поколений: сохраняя прошлое, создаем будущее",,,"Эстафета поколений: сохраняя прошлое, создаем будущее ","Эстафета поколений: сохраняя прошлое, создаем будущее ","Эстафета поколений: сохраняя прошлое, создаем будущее ","Эстафета поколений: сохраняя прошлое, создаем будущее ","Эстафета поколений: сохраняя прошлое, создаем будущее ",,,"Эстафета поколений: сохраняя прошлое, создаем будущее ","Эстафета поколений: сохраняя прошлое, создаем будущее ","Эстафета поколений: сохраняя прошлое, создаем будущее ",,,,"Эстафета поколений: сохраняя прошлое, создаем будущее","Эстафета поколений: сохраняя прошлое, создаем будущее","Эстафета поколений: сохраняя прошлое, создаем будущее","Эстафета поколений: сохраняя прошлое, создаем будущее","Эстафета поколений: сохраняя прошлое, создаем будущее","Эстафета поколений: сохраняя прошлое, создаем будущее","Эстафета поколений: сохраняя прошлое, создаем будущее","Эстафета поколений: сохраняя прошлое, создаем будущее"
13,,,,,,,,,521,,,,,,,1008 ФМО,,,521,"Эстафета поколений: сохраняя прошлое, создаем будущее ","Эстафета поколений: сохраняя прошлое, создаем будущее ","Эстафета поколений: сохраняя прошлое, создаем будущее ",,,,1008 ФМО,1008 ФМО,1008 ФМО,1008 ФМО,1008 ФМО,1008 ФМО,1008 ФМО,1008 ФМО
14,понедельник,8.15 - 9.35,Математический анализ ,Математический анализ ,Математический анализ ,Математический анализ ,Математический анализ ,Математический анализ ,Математический анализ ,Математический анализ ,,Основы и методологии программирования ,Основы и методологии программирования ,Основы и методологии программирования ,Основы и методологии программирования ,Основы и методологии программирования ,Основы и методологии программирования ,,МА,МА,ДМиМЛ,ДМиМЛ,,,,,,ОиМП,ОиМП,,,МА,МА
15,понедельник,8.15 - 9.35,Математический анализ ,Математический анализ ,Математический анализ ,Математический анализ ,Математический анализ ,Математический анализ ,Математический анализ ,Математический анализ ,,Основы и методологии программирования ,Основы и методологии программирования ,Основы и методологии программирования ,Основы и методологии программирования ,Основы и методологии программирования ,Основы и методологии программирования ,, Радыно Н.Я., Радыно Н.Я.,Молочко И.П.,Молочко И.П.,,,,,,Волчецкая П.С.,Дрепакова А.В.,,,Мартыненко И.М.,Мартыненко И.М.
16,понедельник,8.15 - 9.35,Профессор Васьковский М.М.,Профессор Васьковский М.М.,Профессор Васьковский М.М.,Профессор Васьковский М.М.,Профессор Васьковский М.М.,Профессор Васьковский М.М.,Профессор Васьковский М.М.,Профессор Васьковский М.М.,,Cтарший преподаватель Сатолина А.В.,Cтарший преподаватель Сатолина А.В.,Cтарший преподаватель Сатолина А.В.,Cтарший преподаватель Сатолина А.В.,Cтарший преподаватель Сатолина А.В.,Cтарший преподаватель Сатолина А.В.,, Радыно Н.Я., Радыно Н.Я.,Молочко И.П.,Молочко И.П.,,,,,,Волчецкая П.С.,Дрепакова А.В.,,,Мартыненко И.М.,Мартыненко И.М.
17,понедельник,8.15 - 9.35,521,521,521,521,521,521,521,521,,1008 ФМО,1008 ФМО,1008 ФМО,1008 ФМО,1008 ФМО,1008 ФМО,,437,437,542,542,,,,,,"Долгобродская23/1, 401","Долгобродская23/1, 401",,,441,441
18,понедельник,9.45 - 11.05, Основы и методологии программирования, Основы и методологии программирования, Основы и методологии программирования, Основы и методологии программирования, Основы и методологии программирования, Основы и методологии программирования, Основы и методологии программирования, Основы и методологии программирования,,ОиМП,ОиМП,Бел.яз.,Бел.яз.,МА,МА,,Математический анализ,Математический анализ,Математический анализ,Математический анализ,,Англ. Яз.,Англ. Яз.,ДМиМЛ,ДМиМЛ,ОиМП,ОиМП,АиТЧ,АиТЧ,МА,МА
19,понедельник,9.45 - 11.05, Основы и методологии программирования, Основы и методологии программирования, Основы и методологии программирования, Основы и методологии программирования, Основы и методологии программирования, Основы и методологии программирования, Основы и методологии программирования, Основы и методологии программирования,,Сатолина А.В.,Зенько Т.А.,Муравицкая Е.М.,Муравицкая Е.М., Радыно Н.Я., Радыно Н.Я.,,Математический анализ,Математический анализ,Математический анализ,Математический анализ,,Станкевич М.П.,Степанюк Н.С.,Васильков Д.М.,Васильков Д.М.,Волчецкая П.С.,Дрепакова А.В.,Грекова А.В.,Грекова А.В.,Мартыненко И.М.,Мартыненко И.М.
20,понедельник,9.45 - 11.05,Cтарший преподаватель Казанцева О.Г.,Cтарший преподаватель Казанцева О.Г.,Cтарший преподаватель Казанцева О.Г.,Cтарший преподаватель Казанцева О.Г.,Cтарший преподаватель Казанцева О.Г.,Cтарший преподаватель Казанцева О.Г.,Cтарший преподаватель Казанцева О.Г.,Cтарший преподаватель Казанцева О.Г.,,Сатолина А.В.,Зенько Т.А.,Муравицкая Е.М.,Муравицкая Е.М., Радыно Н.Я., Радыно Н.Я.,,Доцент Таныгина А.Н.,Доцент Таныгина А.Н.,Доцент Таныгина А.Н.,Доцент Таныгина А.Н.,,Станкевич М.П.,Степанюк Н.С.,Васильков Д.М.,Васильков Д.М.,Волчецкая П.С.,Дрепакова А.В.,Грекова А.В.,Грекова А.В.,Мартыненко И.М.,Мартыненко И.М.
21,понедельник,9.45 - 11.05,521,521,521,521,521,521,521,521,,136,126,440,440,442,442,,439,439,439,439,,1206 ФМО,1013 ФМО,443,443,"Долгобродская23/1, 401","Долгобродская23/1, 401",444,444,441,441
